ey
-4.519450469228775
-4.519450469228775
-4.519450469228775
-4.51803915725978
-4.491336411377906
4.429665887292355
4.419378423234109
4.409136651057783
4.397678187241904
4.384766068811492
4.370925360757427
4.355898307387964
4.3395258145661835
4.321878822796441
4.30287945190193
4.2824700059338845
4.260793737973708
4.237844482774512
4.2136196370765795
4.188114575010844
4.161324887458609
4.133248056000949
4.103883399496542
-4.073230829802321
-4.041288923464427
-4.0084483396259305
-3.9741607986749097
-3.939535444842833
-3.904534350590489
-3.8686647572125885
-3.8320985637553213
-3.794564464872459
-3.756068636259991
-3.716509332416517
-3.675864440338847
-3.6341119491883984
-3.591243811005171
-3.5472563265267243
-3.5021542886411714
-3.455901463076011
-3.408500246658833
-3.3599783183073693
-3.310296279871447
3.259497420889007
3.207546098929135
3.1549046524540496
3.101094252272816
3.046335394153663
2.9919307468814953
2.9374818658981448
2.882727008573702
2.827313546998177
2.771338105201035
2.7146744239425797
2.6572018352451767
2.59885975742628
2.539629731458342
2.4794575771648057
2.4183620345518784
2.3563218176464225
2.293285277666318
2.22930495250529
2.164324755776752
2.098405354629904
2.031483167230206
1.9636305560697387
1.8947836730010073
1.825025557358085
1.75428885432354
1.6826614841621086
1.6101420366686476
1.5366908838651228
1.462365109672219
-1.3871875856191933
-1.3112574547720386
-1.234771823094728
-1.1581179497701908
-1.082628447873091
-1.0073523129719741
-0.931785285408846
-0.8557930320541212
-0.7793417431794574
-0.7023645527090798
-0.6249452613834694
-0.5472363658050503
-0.46955764530835725
-0.39234250225044776
-0.3166085337303707
-0.24454518122802013
-0.18169048018546674
-0.14247581699830883
-0.14133465636254527
-0.1455879097032664
-0.14964013147832134
-0.15339494097710826
-0.15689581978799083
-0.1601925526905177
-0.16331272173405864
-0.16627069163800456
-0.16907669950009563
-0.17173257816315868
-0.17424285758019664
-0.1766070758152125
-0.1788251732635615
-0.18089469123364665
-0.1828128432083247
-0.18457529294968822
-0.1861818914461253
-0.18762480068684795
-0.18890439320088603
-0.1900139783668635
-0.190946224813473
-0.19170429158688762
-0.19228035557748058
-0.19267109382630565
-0.19287380922318675
-0.19288131940842845
-0.19270241606713512
-0.192323434834492
-0.191755670790684
-0.19099149454117992
-0.1900244538831828
-0.18887099969865062
-0.18751605201245525
-0.18596981812001445
-0.18424274373532512
-0.1823271845626948
-0.18021773148061015
-0.17793007541180828
-0.1754770164537547
-0.17285113382817485
-0.1700577174472926
-0.1670928632068751
-0.1639856432724116
-0.1607282941389201
-0.15731509376050212
-0.15376630771638133
-0.15008601892472484
-0.14629090178490856
-0.14236052680493572
-0.1383293305683253
-0.1341784333038447
-0.12994221199036815
-0.12561314154149272
-0.1211879064488528
-0.11670191932202556
-0.11213530201197841
-0.10750931102515437
-0.10283192593337276
