timestamp,cross_track_error,current_velocity,goal_velocity,x_m,y_m
1739219910.298542629,-0.40976738425139037,3.1287,3,-901.59182249694,786.7074182527217
1739219910.324723359,-0.4108166256465781,2.9762,3,-901.492713698866,786.7042794014853
1739219910.354425566,-0.44410822619705004,3.0029,3,-901.4070605068995,786.6717309910575
1739219910.384909640,-0.47525034954395906,3.02,3,-901.3199166179899,786.6455775082253
1739219910.416781920,-0.5131832311325896,3.1986,3,-901.2202296112798,786.6155431467283
1739219910.441622575,-0.5442456414527619,3.0473,3,-901.1267243764739,786.5970127290389
1739219910.465952321,-0.5755791890426301,2.9261,3,-901.0382701939662,786.5784643226378
1739219910.486829170,-0.6212355550190093,3.0576,3,-900.9531515034148,786.5501672896119
1739219910.518937207,-0.6406997659727779,3.0444,3,-900.8915988874517,786.5436719117588
1739219910.541940063,-0.6718622310805114,3.0119,3,-900.799968741557,786.5345566526414
1739219910.566625189,-0.7021882943842226,2.902,3,-900.7100549088245,786.5300500927176
1739219910.596308514,-0.7193428409685689,2.833,3,-900.6520500635456,786.5296597469035
1739219910.621022122,-0.7425966828236905,2.7635,3,-900.5677190714832,786.5350798274736
1739219910.652528270,-0.7659178528875905,2.7026,3,-900.485346060449,786.5421954760299
1739219910.679074556,-0.7792484791921578,2.6384,3,-900.4321387686903,786.5486601568334
1739219910.712611505,-0.7987037710878173,2.4734,3,-900.3566392240756,786.5611990375027
1739219910.742726215,-0.8125225879057087,2.2458,3,-900.2448002741584,786.5999800744885
1739219910.772508298,-0.835255769166518,2.2496,3,-900.1780697064696,786.6084766201492
1739219910.806260844,-0.8608153276582534,2.1484,3,-900.1126015060116,786.6169216904325
1739219910.848256282,-0.885653771542324,2.2599,3,-900.0472755783017,786.6263670720763
1739219910.899548274,-0.9052532184861735,2.2908,3,-899.9647584106167,786.6528392439727
1739219910.944903165,-0.972360291389553,2.3986,3,-899.8223404353678,786.6694370106848
1739219911.21586852,-1.0189679858175034,2.298,3,-899.7294723375619,786.6776161399922
1739219911.108851492,-1.0576791242494277,2.4849,3,-899.5506022241889,786.7721546923501
1739219911.148850857,-1.1317859996106958,2.3756,3,-899.3848627053484,786.8231398688868
1739219911.187843957,-1.1808275204300014,2.5903,3,-899.2690645397977,786.8667957693468
1739219911.229243143,-1.2154203587798154,2.5703,3,-899.1950730240427,786.8951662788095
1739219911.262799970,-1.1809105965526001,2.4876,3,-899.1649335514633,786.980996327326
1739219911.324348768,-1.2139711771197645,2.4423,3,-899.0788607763825,787.0286431122339
1739219911.361275032,-1.242729098118051,2.4822,3,-898.9705807501849,787.1211578895893
1739219911.393193335,-1.2640783513517169,2.5162,3,-898.9094782371789,787.1664719471959
1739219911.462917023,-1.2825814364920585,2.4882,3,-898.8519054089818,787.2151236938757
1739219911.499736433,-1.337498742470211,2.5628,3,-898.6993945994209,787.3510351578451
1739219911.529807336,-1.3478288533772416,2.5477,3,-898.6517615578872,787.412171920568
1739219911.559456135,-1.3603160721308132,2.5778,3,-898.6043765139018,787.4742140023152
1739219911.585046211,-1.3518861836734446,2.4608,3,-898.5892270509055,787.5204325738835
1739219911.617582373,-1.3570639965683904,2.5094,3,-898.5493065674245,787.5853201682843
1739219911.646753386,-1.362025066335279,2.6109,3,-898.5125820922647,787.6527077258551
1739219911.680272290,-1.3570780081533547,2.6362,3,-898.4886986176544,787.7196700253274
1739219911.718038889,-1.365051595446459,2.4217,3,-898.4409768068143,787.8097911465051
1739219911.741885571,-1.3690096296777494,2.5204,3,-898.4029176976682,787.9010503044974
1739219911.766107794,-1.3683359884565907,2.5265,3,-898.3869318558568,787.9492282784178
1739219911.797005784,-1.3066145581165394,2.6523,3,-898.4283130446478,788.0183054592468
1739219911.822096536,-1.301272498690335,2.5761,3,-898.4084513313621,788.0953922081068
1739219911.848672779,-1.2980231271410374,2.5533,3,-898.3978010866441,788.1456294862323
1739219911.880425121,-1.2879159468917403,2.7635,3,-898.387414212094,788.2255502069621
1739219911.919150974,-1.302248211383672,2.5398,3,-898.3449690697582,788.3353973380963
1739219911.953679567,-1.2975581894699342,2.6721,3,-898.3299768752565,788.4402914317321
1739219911.970540993,-1.2893207635324155,2.5101,3,-898.3201068691892,788.5427159003957
1739219912.12686431,-1.2448444499078584,2.6053,3,-898.3594175704532,788.5782240372731
1739219912.34379587,-1.2197920223705436,2.5707,3,-898.3698315741519,788.7120474966399
1739219912.55208022,-1.2151592805285898,2.5286,3,-898.3719719920521,788.7376942390925
1739219912.81671911,-1.2049777498982883,2.5412,3,-898.3771996038075,788.7887191064963
1739219912.103685245,-1.1897613134190776,2.6358,3,-898.386935551948,788.8670402961943
1739219912.125013644,-1.1698105764208289,2.6105,3,-898.4058240402924,788.911644345792
1739219912.161830786,-1.163212560540939,2.6283,3,-898.411935881836,788.9372041845388
1739219912.188820880,-1.1217112179250999,2.6664,3,-898.4512715263061,789.0675620320656
1739219912.208835734,-1.099213690098981,2.4904,3,-898.4764243015858,789.1399406471828
1739219912.231413676,-1.133759812781544,2.5228,3,-898.4434613067979,789.1675161480018
1739219912.259497623,-1.127648315429809,2.5977,3,-898.4510599264786,789.192270539715
1739219912.285217661,-1.1012605708339154,2.594,3,-898.4836325011933,789.2933648569009
1739219912.317599418,-1.091495236821823,2.6446,3,-898.4954359976475,789.3169369731185
1739219912.355390696,-1.0316222596319262,2.6798,3,-898.5690037106916,789.4182802135709
1739219912.389510215,-0.9898851168498132,2.586,3,-898.6236661313743,789.5078586873105
1739219912.414755538,-0.9588300090571196,2.561,3,-898.6672293347508,789.5718897382064
1739219912.440489689,-0.9872726565690157,2.7584,3,-898.6521242566392,789.6355491528401
1739219912.465441557,-0.9635760401120214,2.7712,3,-898.6861076500012,789.6796821066976
1739219912.484111727,-0.9400652256438178,2.6715,3,-898.7197389038888,789.7226559569405
1739219912.502905360,-0.9082417027609498,2.6546,3,-898.769955081623,789.7851279718107
1739219912.529021900,-0.8842193580083744,2.659,3,-898.8068008054415,789.8237161906534
1739219912.567838515,-0.8576370732261042,2.7589,3,-898.8460910851106,789.8615443503427
1739219912.588259760,-0.7912205934566273,2.7726,3,-898.9568770078731,789.9781526013794
1739219912.608237747,-0.7738282817758606,2.6681,3,-898.9883007012238,790.0105939885625
1739219912.636439045,-0.7503127677956369,2.7203,3,-899.0281691139096,790.0477884750214
1739219912.681574031,-0.7142860221506119,2.85,3,-899.0909928388,790.1032636137155
